,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2014-07-03,"Sumtur Amphitheater, Omaha, NE, USA",Moon Taxi,None,"{'1': 'incomplete', '2': 'with Merry-Go-Round Broke Down teases'}",,,,,,,,,,,,,
0,2014-07-04,"Boulder Theater, Boulder, CO, USA",,None,"{'1': 'Ryan solo', '2': 'with Béla Fleck on banjo', '3': 'with Béla Fleck on banjo; with America the Beautiful tease', '4': 'with Michael Travis on percussion', '5': 'with Bertha (Grateful Dead) tease'}",,,,,,,,,,,,,
0,2014-07-05,"Red Rocks Amphitheatre, Morrison, CO, USA",Moon Taxi and The Motet,None,"{'1': 'debut, original', '2': 'partial', '3': 'with Dominic Lalli on saxophone', '4': 'with Gabriel Mervine on trumpet, Matt Pitts on saxophone, and Jans Ingber on vocals'}",1 review(s),,,,,,,,,,,,
0,2014-07-24,"Simon Estes Riverfront Amphitheater, Des Moines, IA, USA",,None,"{'1': 'with Ten Years Gone (Led Zeppelin) teases', '2': 'with Cocaine (J.J. Cale) teases'}",,,,,,,,,,,,,
0,2014-07-25,"Ravinia Festival, Highland Park, IL, USA",,"['string quartet was: Nathan Swanson on violin, Maria Storm on violin, Rebecca Wilcox on viola, and Dan Clinger on cello ', 'with In the Hall of the Mountain King intro; band began to play along to walk-off music, into Divisions', 'with Simple Gifts (Joseph Brackett Jr.) tease before Glory', 'with Pipeline (Dick Dale) tease before Bad Friday']","{'1': 'with Brendan and Jake on acoustics', '2': 'with string quartet'}",,,,,,,,,,,,,
0,2014-07-26,"Farm Bureau Insurance Lawn at White River State Park, Indianapolis, IN, USA",Cosby Sweater,"['the first set was stopped due to inclement weather', ""with Ridin' the Storm Out (REO Speedwagon) tease before Pay the Snucka"", 'last Kinky Reggae 04.23.2010 (469 shows)']","{'1': 'with Jake on keys', '2': 'with Nicholas Gerlach on saxophone', '3': 'with Stranglehold (Ted Nugent) jam'}",,,,,,,,,,,,,
0,2014-07-27,"""Mountain Stage"" Cultural Center Theater, Charleston, WV, USA","Jim Oblon, Yarn, Cris Jacobs",['show was webcast and recorded for future airing on the Mountain Stage radio show'],"{'1': 'debut, Bob Dylan; with Kris and Ryan on percussion, Larry Groce on vocals, the house band, and all of the other musicians'}",,,,,,,,,,,,,
0,2014-07-31,"The Fillmore, Charlotte, NC, USA",,None,"{'1': 'with Twilight Zone (Golden Earring) jam', '2': 'with The Ocean (Led Zeppelin) tease', '3': 'with Ocean Billy teases', '4': 'with La Grange (ZZ Top) jam'}",,,,,,,,,,,,,
0,2014-08-01,"Ram's Head Live!, Baltimore, MD, USA",,"[""with Start Me Up (Rolling Stones) and (Don't Fear) The Reaper (Blue Oyster Cult) teases before Higgins""]","{'1': 'with Entrance of the Gladiators (Julius Fučík) teases', '2': 'with Jake on keys; with Rhiannon (Fleetwood Mac) teases', '3': 'with First Call/Call to the Post (trad.) tease'}",,,,,,,,,,,,,
0,2014-08-02,"""Gathering of the Vibes"" Seaside Park, Bridgeport, CT, USA",,['Main Stage'],"{'1': 'with Kenwood Dennard on drums', '2': 'with Stanley Jordan on guitar'}",,,,,,,,,,,,,
0,2014-08-03,"Saranac Brewery, Utica, NY, USA",,None,"{'1': 'with Mad Love teases', '2': 'with The Fussy Dutchman tease'}",,,,,,,,,,,,,
0,2014-08-07,"""Maritime Festival"" Waterfront Park, Burlington, VT, USA",,None,{},,,,,,,,,,,,,
0,2014-08-08,"Hampton Beach Casino Ballroom, Hampton Beach, NH, USA",,"['with You Really Got Me (Van Halen) and Every Breath You Take/Peter Gunn Theme teases before Preamble, during introductions']","{'1': 'with Masoka Tanga (The Police) jam', '2': 'with Divisions jam'}",2 review(s),,,,,,,,,,,,
0,2014-08-09,"The Tower Theatre, Upper Darby, PA, USA",,None,"{'1': ""with It's About That Time (Miles Davis) tease"", '2': 'with Proverbial teases', '3': ""with White Man's Moccasins tease and Den jam"", '4': 'with Simple Gifts (Joseph Brackett Jr.) tease'}",,,,,,,,,,,,,
0,2014-08-10,"Stone Pony Summerstage, Asbury Park, NJ, USA",,['Front Porch was preceded by Joel leading the crowd in singing Happy Birthday for Brendan'],"{'1': 'with A Go Go (John Scofield) teases', '2': 'with Xxplosive (Dr. Dre) teases', '3': 'with Ilya Stemkovsky on drums and Jake on percussion', '4': 'with Back In Black (AC/DC) tease', '5': 'with Waterfalls (TLC) jam, including the chorus sung nine times'}",,,,,,,,,,,,,
0,2014-08-14,"Iroquois Amphitheater, Louisville, KY, USA",Yo Mama's Big Fat Booty Band,['last I Heard It Through the Grapevine 10.19.2011 (319 shows)'],{'1': 'with Throne Room (Star Wars) (John Williams) tease'},,,,,,,,,,,,,
0,2014-08-15,"The Fabulous Fox Theatre, St. Louis, MO, USA",,"[""last Phil's 7 Nation Money Farm 02.19.2009 (627 shows)""]","{'1': 'with No Comment teases', '2': 'with Jake on keys', '3': 'with Dance With Me (Orleans) teases', '4': 'with Jake on drums'}",,,,,,,,,,,,,
0,2014-08-16,"The Crossroads KC, Kansas City, MO, USA",The Magic Beans,None,"{'1': ""with Can't You Hear Me Knocking (Rolling Stones) tease""}",,,,,,,,,,,,,
0,2014-08-17,"""Summer Set Music Festival"" Somerset Amphitheater, Somerset, WI, USA",,None,{},,,,,,,,,,,,,
0,2014-08-28,"Tuscaloosa Amphitheater, Tuscaloosa, AL, USA",,None,"{'1': 'with Who Knows (Jimi Hendrix) tease', '2': 'with Jake on keys'}",,,,,,,,,,,,,
0,2014-08-29,"The Classic Center, Athens, GA, USA",,None,"{'1': 'with Jake on keys', '2': 'unfinished'}",,,,,,,,,,,,,
0,2014-08-30,"House of Blues, Lake Buena Vista, FL, USA",The Heavy Pets,None,{},,,,,,,,,,,,,
0,2014-08-31,"Jannus Live, St. Petersburg, FL, USA",The Heavy Pets,None,"{'1': 'with Jake on keys', '2': 'with The Message (Grandmaster Flash) jam including Jake on keys', '3': 'with Xxplosive (Dr. Dre) teases', '4': 'unfinished', '5': ""with Wanna Be Startin' Somethin' (Michael Jackson) jam""}",,,,,,,,,,,,,
0,2014-09-04,"""Lockn' Festival"" Oak Ridge Estate, Arrington, VA, USA",,None,{'1': 'unfinished'},,,,,,,,,,,,,
0,2014-10-17,"Kirby Fieldhouse - Hampden-Sydney College, Hampden Sydney, VA, USA",,"['private Homecoming concert for HSC Students and Alumni', ""with Honky Tonk Woman (Rolling Stones) tease before Miss Tinkle's Overture, and with The Merry-Go-Round Broke Down tease before Much Obliged""]","{'1': 'with La Grange (ZZ Top) jam', '2': 'just Kris and Andy with Jake on percussion'}",,,,,,,,,,,,,
0,2014-10-22,"House of Blues, Cleveland, OH, USA",Dopapod,None,"{'1': 'with Jake on keys with Brendan and Joel', '2': 'with Smooth Criminal (Michael Jackson) teases', '3': 'with Got Your Milk (Right Here) riff'}",,,,,,,,,,,,,
0,2014-10-23,"The Rapids Theatre, Niagara Falls, NY, USA",Dopapod,None,"{'1': 'with Xxplosive (Dr. Dre) tease', '2': 'unfinished'}",,,,,,,,,,,,,
0,2014-10-24,"Stage AE, Pittsburgh, PA, USA",Dopapod,None,{},,,,,,,,,,,,,
0,2014-10-25,"The Orbit Room, Grand Rapids, MI, USA",,['White Room debut was for Jack Bruce who died earlier that day'],"{'1': 'with Rain Song (Led Zeppelin) tease', '2': ""with Somebody's Watching Me (Rockwell) jam"", '3': '""Jimmy Stewart"" with lyrics', '4': 'with In A Silent Way (Mikes Davis) tease', '5': 'debut, Cream'}",,,,,,,,,,,,,
0,2014-10-29,"Forum Theatre, Binghamton, NY, USA",Dopapod,None,"{'1': 'with 50 Ways to Leave Your Lover (Paul Simon) jam', '2': 'with Domino Theory teases'}",,,,,,,,,,,,,
0,2014-10-30,"The F.M. Kirby Center for the Performing Arts, Wilkes-Barre, PA, USA",Dopapod,None,"{'1': 'debut, original'}",2 review(s),,,,,,,,,,,,
0,2014-10-31,"House of Blues, Boston, MA, USA",Dopapod,"['Band costumes: Brendan was Run-D.M.C.C. DeVille, Jake was Devo Snyder, Joel was Clark Kent Tekulve > Super Manny Ramirez, Andy was Slaxl, Kris was Weird Al Pacino, and Ryan was Hasidic Julia Roberts', ""Welcome to the Jungle quote and Mr. Brownstone tease (both Guns 'N Roses) before Lenny""]","{'1': 'with Entrance of the Gladiators (Julius Fučík) teases', '2': 'debut; Sweet Emotion (Aerosmith) + Walk This Way (Run–D.M.C.) + Funk 49 (James Gang) mash-up; Brendan, Jake, Joel, and Ryan on percussion', '3': ""debut; She's A Bad Mama Jama (Carl Carlton) + Give It To Me Baby (Rick James) mash-up"", '4': 'debut; National Anthem (Radiohead) + Loser (Beck) + In The Air Tonight (Phil Collins) mash-up', '5': 'debut; Sabatoge (Beastie Boys) + Stranglehold (Ted Nugent)'}",,,,,,,,,,,,,
0,2014-11-01,"House of Blues, Boston, MA, USA",,None,"{'1': 'with Soul Food II tease', '2': 'with Bridgeless tease'}",1 review(s),,,,,,,,,,,,
0,2014-11-05,"The Canopy Club, Urbana, IL, USA",,None,"{'1': 'with Jailbreak (Thin Lizzy) tease', '2': 'with La Grange (ZZ Top) jam', '3': '""Jimmy Stewart"" with lyrics'}",,,,,,,,,,,,,
0,2014-11-06,"Kalamazoo State Theatre, Kalamazoo, MI, USA",,None,{},,,,,,,,,,,,,
0,2014-11-07,"The Orpheum Theatre, Madison, WI, USA",Dopapod,None,{'1': 'with Cissy Strut (The Meters) teases'},,,,,,,,,,,,,
0,2014-11-08,"The Orpheum Theatre, Madison, WI, USA",The Revivalists,"[""Umphrey's celebrated their 2,000th show this evening"", 'last Walk the Proud Land 12.13.2002 (1465 shows)', 'last The Other Side of Things 04.28.2012 (268 shows)', 'last 1000 Places to See Before You Die 03.24.2007 (867 shows)', 'last G-Song 10.12.2000 (1,791 shows)']","{'1': 'with Hajimemashite tease', '2': 'with Muffburger Sandwich teases', '3': 'with Jake on drums', '4': 'one verse', '5': 'with The Other Side of Things tease', '6': 'debut, Pixies', '7': 'with Lose Yourself (Eminem) teases', '8': 'with Kevin Sinclair on saxophone', '9': ""with Kevin Sinclair on saxophone; with There's No Crying In Mexico tease""}",,,,,,,,,,,,,
0,2014-11-14,"""Bear Creek Music & Art Festival"" Spirit of the Suwannee Music Park, Live Oak, FL, USA",,"[""Buffalo's Amphitheater""]",{'1': 'with Oteil Burbridge replacing Ryan on bass'},,,,,,,,,,,,,
0,2014-11-15,"""Bear Creek Music & Art Festival"" Spirit of the Suwannee Music Park, Live Oak, FL, USA",,['Buffalos Amphitheater'],"{'1': 'with Lettuce horns (Eric Bloom and Ryan Zoidis) and Brandon Niederauer on guitar', '2': 'debut, Huey Lewis and the News; with Lettuce horns, Simon Allen on drums, and Kris on vocals', '3': ""with Divisions jam and Thunder Kiss '65 (White Zombie) teases"", '4': 'with Nicholas Payton on trumpet'}",,,,,,,,,,,,,
0,2014-12-04,"""Dominican Holidaze"" Breathless Punta Cana Resort & Spa, Punta Cana, DR",,['Main Stage'],"{'1': 'with Footsteps (Pearl Jam) quote', '2': 'with Crazy Train (Ozzy Osbourne) teases', '3': 'with Hot for Teacher (Van Halen) tease', '4': 'incomplete', '5': 'with The Ocean (Led Zeppelin) tease'}",,,,,,,,,,,,,
0,2014-12-05,"""Dominican Holidaze"" Breathless Punta Cana Resort & Spa, Punta Cana, DR",,['Main Stage'],{'1': 'with Jamie Shields on keys'},,,,,,,,,,,,,
0,2014-12-06,"""Dominican Holidaze"" Breathless Punta Cana Resort & Spa, Punta Cana, DR",,"['Main Stage', 'with Everybody Wants You (Billy Squier) tease before Rocker Part 2']","{'1': 'with Explosive (Dr. Dre) teases', '2': 'with 3rd Planet (Modest Mouse) quote', '3': 'with Cruel Summer (Bananarama) teases'}",,,,,,,,,,,,,
0,2014-12-30,"The Tabernacle, Atlanta, GA, USA",,['there were FOH issues with Preamble'],"{'1': 'with The Linear teases', '2': 'with Hang Up Your Hang Ups (Herbie Hancock) teases', '3': 'with Rhiannon (Fleetwood Mac) and Relax (Frankie Goes to Hollywood) teases', '4': 'with Stranglehold (Ted Nugent) and Mantis teases', '5': 'unfinished'}",,,,,,,,,,,,,
0,2014-12-31,"The Tabernacle, Atlanta, GA, USA",,"['Mad Dog and his Filthy Little Secret horns were: Michael ""Mad Dog"" Mavridoglou on trumpet, Jeff Coffin on saxophone, Chris Ott on trombone, and Josh Quinlan on saxophone', ""Feelin' Alright was played in remembrance of Joe Cocker"", 'last Black Messiah 12.31.2007 (779 shows)', 'Last Call was played in remembrance of Mike Mirro', 'last Last Call 12.14.2002 (1,471 shows)', 'last Honky Tonk Women 11.04.2005 (1,048 shows)', ""with (Don't Fear) The Reaper (Blue Oyster Cult) tease before Plunger""]","{'1': 'debut, original; with Mad Dog and His Filthy Little Secret horns', '2': 'debut, Traffic/Joe Cocker; with Mad Dog and His Filthy Little Secret horns', '3': 'with Mad Dog and His Filthy Little Secret horns', '4': 'debut, Herbie Hancock; with Mad Dog and His Filthy Little Secret horns', '5': 'unfinished', '6': 'with Uptown Funk (Mark Ronson) teases', '7': 'with Mad Dog and His Filthy Little Secret horns; unfinished', '8': 'debut, James Brown; with Mad Dog and His Filthy Little Secret horns'}",,,,,,,,,,,,,
0,2013-01-16,"The Town Ballroom, Buffalo, NY, USA",Giant Panda Guerilla Dub Squad,None,{'1': 'with Crazy Train (Ozzy Osbourne) teases'},,,,,,,,,,,,,
0,2013-01-17,"Landmark Theatre, Syracuse, NY, USA",Giant Panda Guerilla Dub Squad,None,{},,,,,,,,,,,,,
0,2013-01-18,"Beacon Theatre, New York, NY, USA",,None,"{'1': ""with Ain't Talkin' 'Bout Love (Van Halen) teases; unfinished"", '2': 'with Der Bluten Kat jam', '3': 'with Exodus (Bob Marley) teases and Theresa jam', '4': 'with Bill Evans on saxophone', '5': 'with Jake on keys'}",3 review(s),,,,,,,,,,,,
0,2013-01-19,"Fête Ballroom, Providence, RI, USA",,None,"{'1': ""with Breezin' (George Benson) teases"", '2': ""with I Can't Go For That (No Can Do) (Hall & Oates) jam"", '3': 'with Masoko Tanga (Police) teases'}",2 review(s),,,,,,,,,,,,
0,2013-01-20,"Brooklyn Bowl, Brooklyn, NY, USA",,"['last Bob 09.19.2003 (1,152 shows)', 'last Groove Holmes 11.02.2006 (708 shows)']","{'1': 'aborted as ""power cuts out"", just as it did on 01.21.1998', '2': 'debut, Modest Mouse; sung over The Triple Wide jam', '3': ""with (Don't Fear) The Reaper (Blue Oyster Cult) tease"", '4': 'with Den jam'}",,,,,,,,,,,,,
0,2013-01-23,"Ziggy's, Winston-Salem, NC, USA",Papadosio,None,"{'1': 'with Eleanor Rigby (The Beatles) teases', '2': 'with Norwegian Wood (The Beatles) jam', '3': 'with The Rain Song (Led Zeppelin) jam'}",,,,,,,,,,,,,
0,2013-01-24,"The Fillmore, Charlotte, NC, USA",Papadosio,None,"{'1': 'with Jailbreak (Thin Lizzy) jam', '2': 'with Xxplosive (Dr. Dre) tease'}",2 review(s),,,,,,,,,,,,
0,2013-01-25,"The Ritz, Raleigh, NC, USA",Papadosio,"['Xxplosive (Dr. Dre) and Jailbreak (Thin Lizzy) were teased during the band introductions before Kula', 'last No More Tears 08.11.2010 (272 shows)']","{'1': 'with Jessica (The Allman Brothers Band) teases', '2': 'with Children of the Damned (Iron Maiden) verse'}",,,,,,,,,,,,,
0,2013-01-26,"The National, Richmond, VA, USA",The Mantras,None,"{'1': 'with Chitlins con Carne (Kenny Burrell) jam', '2': 'with DJ Williams replacing Jake on guitar; with Xxplosive (Dr. Dre) tease'}",1 review(s),,,,,,,,,,,,
0,2013-01-30,"Tennessee Theatre, Knoxville, TN, USA",,"[""Puppet String featured Ryan's nephew, Baylor, rocking out on a toy guitar"", 'last Meeting in the Aisle 07.04.2010 (292 shows)']",{},,,,,,,,,,,,,
0,2013-01-31,"Buster's Billiards & Backroom, Lexington, KY, USA",,"[""The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased after Mulche's Odyssey.""]","{'1': 'with Voodoo Child (Jimi Hendrix) teases', '2': 'with Stairway to Heaven (Led Zeppelin) tease', '3': 'with Honky Tonk Woman (Rolling Stones) intro', '4': 'with Tennessee (Arrested Development) lyrics from Kris'}",,,,,,,,,,,,,
0,2013-02-01,"The Orbit Room, Grand Rapids, MI, USA",Greensky Bluegrass,"[""last Good Ol' Boys 09.29.2010 (266 shows)""]","{'1': 'with Too Much Time on My Hands (Styx) teases', '2': ""with Dig-A-Da (Ali Baba's Tahini) teases""}",1 review(s),,,,,,,,,,,,
0,2013-02-02,"The Fillmore, Detroit, MI, USA",,None,"{'1': 'with Drug Ballad (Eminem) jam', '2': 'with Another One Bites the Dust (Queen) teases', '3': 'without Have a Cigar (Pink Floyd) section; with Stairway to Heaven (Led Zeppelin) tease', '4': 'with Third Stone From the Sun (Jimi Hendrix) teases'}",1 review(s),,,,,,,,,,,,
0,2013-02-06,"The Venue, Fargo, ND, USA",,['You Really Got Me (Van Halen) was teased before Room To Breathe.'],"{'1': 'with LaGrange (ZZ Top) jam', '2': '""Jimmy Stewart"" with lyrics', '3': 'with Regulate (Warren G) intro and with ""Zsa Zsa Gabor, Fifi"" lyrics'}",1 review(s),,,,,,,,,,,,
0,2013-02-07,"First Avenue, Minneapolis, MN, USA",,['This show was in Mainroom.'],"{'1': 'with Dance Hall Days (Wang Chung) jam', '2': '""Jimmy Stewart"" with lyrics'}",1 review(s),,,,,,,,,,,,
0,2013-02-08,"The Pageant, St. Louis, MO, USA",Mike Dillon Band,None,"{'1': 'with Search 4 tease', '2': 'with Roundabout (Yes) tease before Plunger', '3': 'unfinished'}",,,,,,,,,,,,,
0,2013-02-09,"The Pageant, St. Louis, MO, USA",Mike Dillon Band,None,"{'1': 'with Soul Food II jam', '2': ""with Mike Dillon on vibraphone; with Entrance of the Gladiators (Julius Fučík) and (Don't Fear) The Reaper (Blue Öyster Cult) teases"", '3': 'with Puppet String tease', '4': 'completes the 02.08.2013 version'}",,,,,,,,,,,,,
0,2013-02-10,"The Bluebird Nightclub, Bloomington, IN, USA",,None,"{'1': ""with Rapper's Delight (Sugarhill Gang), Xxplosive (Dr. Dre), G'z and Hustlas (Snoop Dogg), and Regulate (Warren G) teases"", '2': '""Jimmy Stewart"" with lyrics', '3': ""with It's About That Time (Miles Davis) tease""}",,,,,,,,,,,,,
0,2013-02-14,"The Metropolitan Theatre, Morgantown, WV, USA",,None,"{'1': 'with All My Love (Led Zeppelin) teases', '2': 'with Home (The New Deal) jam'}",2 review(s),,,,,,,,,,,,
0,2013-02-15,"Lifestyle Communities Pavilion, Columbus, OH, USA",Mike Dillon Band,None,{'1': 'with Mike Dillon on vibraphone'},,,,,,,,,,,,,
0,2013-02-16,"The Orpheum Theatre, Madison, WI, USA",Mike Dillon Band,"['last Headphones & Snowcones 12.31.2009 (356 shows)', 'last How Many More Times 07.13.2007 (641 shows)']","{'1': 'with Mike Dillon on percussion along with Jake', '2': 'with Mike Dillon on marimba and Carly Meyers on trombone', '3': 'with White Summer (Led Zeppelin) teases', '4': 'with The Fuzz tease', '5': 'with Lose Yourself (Eminem) jam', '6': 'with Regulate (Warren G) intro'}",2 review(s),,,,,,,,,,,,
0,2013-02-17,"The Canopy Club, Urbana, IL, USA",,"['last Trenchtown Rock 07.07.2010 (303 shows)', 'last Take It to Church 02.28.2007 (698 shows)']","{'1': 'with No Comment tease', '2': 'just one verse', '3': 'one verse', '4': 'with Root Down (Beastie Boys) quotes'}",,,,,,,,,,,,,
0,2013-03-06,"Belly Up Aspen, Aspen, CO, USA",,None,{'1': 'with Hangover jam'},,,,,,,,,,,,,
0,2013-03-07,"Belly Up Aspen, Aspen, CO, USA",,None,{},,,,,,,,,,,,,
0,2013-03-08,"The Depot, Salt Lake City, UT, USA",The Bright Light Social Hour,None,"{'1': 'with Mail Package teases', '2': 'with River People (Weather Report) tease'}",,,,,,,,,,,,,
0,2013-03-09,"The Wilma Theatre, Missoula, MT, USA",The Bright Light Social Hour,None,"{'1': '""Jimmy Stewart"" with lyrics', '2': 'with Dump City teases', '3': 'debut, The Notorious B.I.G.; instrumental, with Brendan on keys'}",,,,,,,,,,,,,
0,2013-03-10,"Emerson Center for Arts & Culture, Bozeman, MT, USA",The Bright Light Social Hour,None,{'1': 'with power outage'},,,,,,,,,,,,,
0,2013-03-14,"Neptune, Seattle, WA, USA",The Bright Light Social Hour,['last Rainbow Country 10.24.2008 (505 shows)'],{},,,,,,,,,,,,,
0,2013-03-15,"McDonald Theatre, Eugene, OR, USA",The Bright Light Social Hour,None,"{'1': 'with One Nation Under a Groove (Funkadelic) teases', '2': 'with Stairway to Heaven (Led Zeppelin) tease', '3': 'with Norwegian Wood (The Beatles) jam', '4': 'debut, Gorillaz; one verse only'}",,,,,,,,,,,,,
0,2013-03-16,"The Fox Theater, Oakland, CA, USA",The Bright Light Social Hour,None,"{'1': ""with Rapper's Delight (The Sugarhill Gang) teases"", '2': 'with Brendan and Jake on acoustics', '3': 'one verse; with War Pigs (Black Sabbath) jam'}",,,,,,,,,,,,,
0,2013-03-17,"MontBleu Resort, Stateline, NV, USA",The Bright Light Social Hour,None,{},,,,,,,,,,,,,
0,2013-03-21,"House of Blues, Las Vegas, NV, USA",The Bright Light Social Hour,None,{'1': 'dub version; with City of Tiny Lites (Frank Zappa) teases'},,,,,,,,,,,,,
